,Name,Game,Key Signature,Time Signature,Instruments,Length
176,Musical Hall,F major,0.935152262206226,4/4,"[None, None, 'Electric Bass', None, None, None, None, 'Dulcimer', 'Dulcimer', None]",45.98606512500035
177,Musical Scale 1,a minor,0.8244113808402684,4/4,['Piano'],3.9895833333333335
178,Musical Scale 2,a minor,0.8244113808402684,4/4,['Piano'],3.9895833333333335
179,Musical Scale 3,a minor,0.8244113808402684,4/4,['Piano'],3.9895833333333335
180,Musical Scale 4,a minor,0.8244113808402684,4/4,['Piano'],3.9895833333333335
181,Mystery Gift,D major,0.8862051896093459,4/4,"['Piano', 'Piano', None, 'Piano', 'Piano', 'Electric Bass', 'Accordion', None, None, 'Piano', 'Piano']",42.65736474999991
182,Mystery Item Received!,b- minor,0.7784916675985699,4/4,"['Violoncello', None, None, None, 'Violin', None, 'Piano', 'Violoncello', None, None]",3.103446
183,N's Bridge,b minor,0.8059968509457642,4/4,"[None, None, None, None, 'Electric Bass', None, 'Violoncello', None, 'Violoncello', None]",52.35231635416683
184,N's Castle,d minor,0.6195464082849477,4/4,"[None, None, 'Electric Bass', 'Pan Flute', None, None, 'Church Bells', None, None, None, 'Pan Flute']",51.68264062499974
185,N's Dragon [B],c# minor,0.4158235362435236,4/4,"[None, None, 'Electric Bass', 'Violoncello', None, None, 'Electric Bass', 'Violoncello', None, None, None]",41.83662533333314
186,N's Dragon [W],c# minor,0.41708827908303775,4/4,"[None, None, 'Electric Bass', 'Violoncello', None, None, 'Electric Bass', 'Violoncello', None, None, None]",41.83662533333312
187,N's Farewell,E- major,0.8921730138487647,4/4,"['Piano', None, None, None, None, None, None, 'Piano']",91.19733618749952
188,N's Room,f# minor,0.6740687335668059,4/4,"['Electric Organ', 'Electric Organ', 'Electric Organ', 'Electric Organ']",22.3082863541667
189,N's Ruined Castle,F major,0.8185038883826403,4/4,"[None, None, 'Electric Bass', None, None, None, None, 'Electric Bass', None]",50.81154256249979
190,N's Ruined Room,f minor,0.6674412199618646,4/4,"['Electric Organ', 'Electric Organ', 'Electric Organ', 'Electric Organ']",25.14576472916663
191,Nacrene City,D major,0.9719959871220761,4/4,"[None, None, None, None, None, None, None, None, 'Xylophone', 'Xylophone', 'Piano']",96.44686164583182
192,Nimbasa City Gym,f minor,0.49461401946820777,4/4,"[None, 'Bagpipes', None, None, 'Organ', 'Organ', 'Bagpipes', 'Bagpipes', None, None]",15.989583333333313
193,Nimbasa City,g# minor,0.8741440420012011,4/4,"[None, None, None, 'Violin', 'Guitar', None, None, None, None, None]",55.03768362500038
194,Nimbasa Gym Runway,a minor,0.29894089704540483,4/4,"['Guitar', 'Brass', 'Brass', 'Organ', 'Harmonica', None, 'Bagpipes', 'Bassoon', 'Bassoon', 'Brass', None]",41.98958333333321
195,Nintendo Wi-Fi Connection,e minor,0.8841518424098281,4/4,"['Harpsichord', None, 'Organ', None, 'Harpsichord', None, None, None]",40.18333333333278
196,Now for the Adventure!,B major,0.600710914940165,4/4,"[None, 'Violoncello', None, 'Violin', 'Violoncello', None, None, None]",7.8269152500000105
197,Nuvema Town,D major,0.8915159124102521,4/4,"['Timpani', 'Violoncello', 'Reed Organ', 'Organ', 'Reed Organ', 'Organ', 'Harpsichord', 'Timpani']",49.640792187500075
198,Opelucid City Gym,A major,0.6960420105271422,4/4,"[None, None, 'Electric Bass', 'Violin', None, None, None, 'Violin', None, None, None]",47.621930583333246
199,Opelucid City [B],b- minor,0.8191817630732493,4/4,"['Acoustic Bass', None, None, 'Piano', 'StringInstrument', 'Acoustic Bass', 'Horn', None, 'Acoustic Bass', 'Acoustic Bass', None]",123.86089535416173
200,Opelucid City [W],A- major,0.9489903368502811,4/4,"[None, 'Piano', 'Piano', 'Vibraphone', None, 'Vibraphone', None, None, 'Acoustic Bass']",100.4791666666666
201,Outside Reversal Mountain,g minor,0.7388382426196383,4/4,"[None, 'Church Bells', 'Contrabass', None, None, None, 'Contrabass', None, None]",27.68770125000006
202,Palpark [Catch Your Pokemon!],F# major,0.8263645539848581,4/4,"[None, None, None, None, None]",25.563510104166554
203,Palpark [Select a Box!],e- minor,0.7850666901784388,4/4,"[None, None, None, None, None]",15.22113862499997
204,Plasma Frigate Deck,E- major,0.5339479401024266,4/4,"['Violoncello', 'Celesta', None, 'Harp', 'Brass', None, 'Harp', None, None, None, 'Violoncello']",45.847128833332874
205,Plasma Frigate Takeoff!,A- major,0.33590340969295523,4/4,"['Violin', 'Violoncello', None, None, None, None, 'Violin', 'Violoncello', None, None]",42.28213193749977
206,Pokdex Rating! [A Little More],g minor,0.7164959323367771,4/4,"[None, 'Violin', 'Violoncello', None, None, None, None, None]",2.9375
207,Pokdex Rating! [Getting Better],B- major,0.75632564587814,4/4,"[None, 'Violin', 'Violoncello', 'Electric Guitar', None, None, None]",3.0
208,Poke Transfer Lab,F major,0.511564257359521,4/4,"['Guitar', None, None, None, None, 'Guitar', None, None]",23.98958333333346
209,Pokedex Completed!,B- major,0.813184272029198,4/4,"[None, 'Violin', 'Violoncello', 'StringInstrument', None, None, 'Electric Bass', None]",5.955879375000013
210,Pokedex Rating! [Keep It Up],e minor,0.8169628720554105,4/4,"[None, None, None, None, None, None, None, None]",3.3203125
211,Pokedex Rating! [Not Yet],F major,0.676744792080731,4/4,"['Marimba', 'Vibraphone', None, None, 'Marimba', None, None]",2.6857131666666683
212,Pokedex Rating!,D major,0.6033956680390694,4/4,"[None, 'Violin', None, 'Marimba', None, None, None, None]",2.741666666666664
213,Pokemon Center,F major,0.914159047701676,4/4,"[None, 'Fretless Bass', 'Reed Organ', 'Church Bells', None, None, 'Harpsichord', None, None, None, 'Fretless Bass']",31.989583333333478
214,Pokemon Egg Received!,F major,0.8363160060026591,4/4,"[None, None, None, None, None, 'Vibraphone']",2.128165479166663
215,Pokemon Evolving!,a minor,0.8164503352694993,4/4,"[None, 'Reed Organ', None, None, 'Harmonica', None, None, None]",30.95766335416707
216,Pokemon League,c minor,0.7381884508676483,4/4,"[None, None, 'Electric Bass', 'Violin', 'Violoncello', None, None, None, None]",36.11458333333343
217,Pokemon Quiz!,e minor,0.5095301431989817,4/4,"['Horn', 'Brass', 'Horn', None]",0.3125
218,Pokemon Received!,F major,0.9312149089405296,4/4,"[None, 'Violin', None, 'Vibraphone', None, None, None, None, None]",3.7345641666666713
219,PokeStar Studios,c minor,0.7540555661431082,4/4,"['Acoustic Bass', None, 'Brass', 'Vibraphone', None, 'Harp', 'Violin', 'Fretless Bass', 'Electric Bass', 'Fretless Bass', None]",56.1867332083327
220,Prof. Juniper's Lab,F# major,0.8939078443585082,4/4,"['Timpani', 'Reed Organ', None, None, None, 'Dulcimer', 'Timpani', None]",45.69737222916648
221,PWT Lobby,g# minor,0.9110709853278067,4/4,"['Violoncello', 'Violin', 'StringInstrument', 'Brass', 'Fretless Bass', None, 'Vibraphone', 'Vibraphone', 'Harp', None, 'Fretless Bass']",72.71773031250123
222,PWT Venue,b- minor,0.6017669155641315,4/4,"[None, None, None, 'Brass', 'Fretless Bass', None, None, None, 'Harp', None, None]",23.005142354166715
223,Raffle Won!,F major,0.7509183020244878,4/4,"['StringInstrument', None, None, None, None, None, None]",1.8675602708333334
224,Relic Castle,e- minor,0.9301965874020195,4/4,"[None, None, None, 'Accordion', None, None, None, 'Vibraphone', None, 'Vibraphone', None]",60.790699125000536
225,Relic Song,g# minor,0.9357963198820034,4/4,"['Reed Organ', 'Reed Organ', None, None, 'StringInstrument', None, 'Reed Organ', 'Reed Organ', None, 'StringInstrument', 'Reed Organ']",37.46957199999975
226,Reversal Mountain [B],C major,0.8521130887491808,4/4,"['StringInstrument', None, None, None, None, None, 'StringInstrument', None, 'StringInstrument']",84.93355612499951
227,Reversal Mountain [W],C major,0.7121895919087048,4/4,"[None, None, None, None, None, None, None, None, None, None]",59.45791406250007
228,Route 1,g minor,0.7753083936116347,4/4,"['StringInstrument', None, None, 'Vibraphone', 'StringInstrument', 'Piano', 'StringInstrument', 'Vibraphone', None]",37.8125302500001
229,Route 10,c minor,0.9008759238410841,4/4,"['StringInstrument', 'Organ', 'Electric Guitar', 'Reed Organ', None, None, 'Organ', 'StringInstrument', None]",68.56243143750241
230,Route 11 [Autumn],B major,0.82594161362855,4/4,"['Violoncello', 'Harpsichord', None, None, None, 'Church Bells', 'Violoncello', None]",53.984375
231,Route 11 [Spring],B major,0.8134135309144951,4/4,"['Violoncello', None, None, None, None, 'Church Bells', 'Violoncello', None, None]",53.984375
232,Route 11 [Summer],B major,0.8270548423030404,4/4,"['Violoncello', None, None, None, None, 'Church Bells', 'Violoncello', None, None]",53.984375
233,Route 11 [Winter],B major,0.8312838456267294,4/4,"['Violoncello', None, None, None, None, 'Church Bells', 'Violoncello', None]",53.984375
234,Route 19 [Autumn],B- major,0.9262262445823489,4/4,"['StringInstrument', 'StringInstrument', None, 'Reed Organ', None, 'Reed Organ', None, None, None, None]",39.9426811875003
235,Route 19 [Spring],B- major,0.9211795183970655,4/4,"['StringInstrument', 'StringInstrument', None, 'Reed Organ', None, 'Reed Organ', None, None, None, None]",39.942681187500284
236,Route 19 [Summer],B- major,0.9220753294130326,4/4,"['StringInstrument', 'StringInstrument', None, 'Reed Organ', None, 'Reed Organ', None, None, None, None]",39.94268118750029
237,Route 19 [Winter],B- major,0.9232530039240591,4/4,"['StringInstrument', 'StringInstrument', None, 'Reed Organ', None, 'Reed Organ', None, None, None, None]",39.94268118750034
238,Route 2 [Autumn],G major,0.8934436442285497,4/4,"['Violoncello', None, None, 'Violoncello', 'Piano', 'Violoncello', 'Violoncello', None, None, None, 'Piano']",43.268418104166905
239,Route 2 [Spring],G major,0.885409510101255,4/4,"['Violoncello', None, None, 'Violoncello', 'StringInstrument', 'Violoncello', 'Violoncello', None, None, None]",43.2684181041669
240,Route 2 [Summer],G major,0.8867684940136438,4/4,"['Violoncello', None, None, 'Violoncello', None, 'Violoncello', 'Violoncello', None, None, None]",43.26841810416689
241,Route 2 [Winter],G major,0.8923515724330817,4/4,"['Violoncello', None, None, 'Violoncello', None, 'Violoncello', 'Violoncello', None, None, None]",43.26841810416689
242,Route 22 [Autumn],G major,0.7555984160078473,4/4,"[None, None, None, 'Violoncello', None, None, None, 'Church Bells', None]",38.551548749999554
243,Route 22 [Spring],G major,0.7686135861270941,4/4,"[None, None, None, 'Violoncello', None, None, None, None, None]",38.55154874999954
244,Route 22 [Summer],G major,0.7459719195588099,4/4,"[None, None, None, 'Violoncello', None, None, None, None, None]",38.55154874999946
245,Route 22 [Winter],G major,0.7910338233776486,4/4,"[None, None, None, 'Violoncello', None, None, None, None, None]",38.55154874999951
246,Route 23,A major,0.6457002892275007,4/4,"['Fretless Bass', 'Violin', 'Brass', None, None, 'Harp', 'Fretless Bass', None, 'Acoustic Bass', None]",63.27912435416626
247,Route 4 [Autumn],B major,0.7318081750995796,4/4,"[None, 'StringInstrument', None, 'Violoncello', None, 'Violin', 'Violoncello', None, None, None, 'Marimba']",44.759570624999775
248,Route 4 [Spring],B major,0.7351814434338957,4/4,"[None, 'StringInstrument', None, 'Violoncello', None, 'Violin', 'Violoncello', None, None, None, 'StringInstrument']",44.75957062499973
249,Route 4 [Summer],B major,0.7410128159114098,4/4,"[None, 'StringInstrument', None, 'Violoncello', None, 'Violin', 'Violoncello', None, None, None, None]",44.75957062499976
250,Route 4 [Winter],B major,0.7405668083530768,4/4,"[None, 'StringInstrument', None, 'Violoncello', None, 'Violin', 'Violoncello', None, None, None, 'Dulcimer']",44.75957062499977
251,Route 6 [Autumn],f minor,0.6430059424344561,4/4,"[None, None, 'Contrabass', None, 'Violoncello', None, None, None, None, 'Violoncello', None]",36.52774124999963
252,Route 6 [Spring],f minor,0.6358312977997448,4/4,"[None, None, 'Contrabass', None, 'Violoncello', None, None, None, None, 'Violoncello', 'StringInstrument']",36.52774124999965
253,Route 6 [Summer],f minor,0.6407687102777176,4/4,"[None, None, 'Contrabass', None, 'Violoncello', None, None, None, None, 'Violoncello', None]",36.8200000000002
254,Route 6 [Winter],f minor,0.6386752515309688,4/4,"[None, None, 'Contrabass', None, 'Violoncello', None, None, None, None, 'Violoncello', 'Electric Organ']",36.82000000000001
255,Route Gate,C# major,0.9029617558760179,4/4,"['Piano', 'Piano', None, None, None, None, None, None]",53.31947110416636
256,S.S. Royal Unova,C major,0.9783502049909231,4/4,"[None, None, None, None, None, None]",47.98958333333326
257,Save File Deleted!,f minor,0.7909345906043908,4/4,"['Piano', 'Piano']",1.3208333333333322
258,Sealed Chamber,F# major,0.5354996251525891,4/4,"['Violoncello', 'Fretless Bass', None, 'Violoncello', None, None, 'Fretless Bass', None, None, None, None]",35.73582274999993
259,SEQ_BGM_SHINKA,G major,0.632599426564535,4/4,"['Glockenspiel', 'Glockenspiel']",0.5846774583333336
260,SEQ_BGM_STARTING2,B major,0.7384345335160382,4/4,"[None, 'StringInstrument', None, 'Violoncello', None, 'Violin', 'Violoncello', None, None, None]",33.682658624999725
261,SEQ_BGM_SW_DEMO_FLIGHT,f# minor,0.7580606986586534,4/4,"['Vibraphone', None, 'Organ', 'Dulcimer', None, None, None, 'Piano', None]",13.527784541666596
262,Shopping Mall 9,B- major,0.9019920206037128,4/4,"['Piano', 'Piano', 'Piano', 'Piano', 'Piano', 'Piano', 'Piano', None]",53.32402074999896
263,Signs of Beginning [BW2],A major,0.7625282942665863,4/4,"['Piano', None, 'Electric Bass', None, 'Piano', 'Piano', None, None, None]",32.71808162499982
264,Skyarrow Brdige,F major,0.6543031691763945,4/4,"['Piano', None, 'Electric Guitar', 'Reed Organ', None, 'Piano', None, None, None, None, None]",37.88378708333312
265,Someone's Entralink,C major,0.8240671990014331,4/4,"[None, 'Guitar', None, None, None, None]",33.48749999999969
266,Spin Trade,C# major,0.8510131369011021,4/4,"['Organ', 'Piano', 'Vibraphone', 'Organ', None, None, None, None]",18.901496250000278
267,Stardom!,e- minor,0.7492709497035382,4/4,"[None, None, None, None, None, None, None, None, None, None, None]",68.62999999999906
268,Striaton City,F major,0.8587076982753604,4/4,"[None, 'Violoncello', None, 'Organ', None, 'Violoncello', None]",30.84526122916649
269,Surfing Theme,e minor,0.9179445423639264,4/4,"[None, None, None, 'Violoncello', None, None, 'Piano', None, None, None, 'Piano']",38.324683437499694
270,The End [BW2],B major,0.698377999903244,4/4,"[None, None, None, None, None, None]",49.47064568749977
271,The Rising of N's Castle,g minor,0.686624751712818,4/4,"[None, None, None, 'Electric Bass', 'Electric Bass', 'Violoncello', None, 'Violoncello', None, None, None]",54.356970062499805
272,Theme of Confrontation,a minor,0.746957258633929,4/4,"[None, None, None, None, None, None, None, None]",35.98612910416628
273,Theme of Defeat,F major,0.8682148524067296,4/4,"['Guitar', 'Guitar', None, None, None, None, None]",31.18951820833324
274,Theme of Despair,e- minor,0.67603690565138,4/4,"['Violoncello', 'Church Bells', 'Electric Bass', None, 'Fretless Bass', 'Violoncello', None, None]",35.999999999999964
275,Theme of Elimination,A major,0.6317933059973343,4/4,"[None, None, None, None, None, 'Clavichord', 'Clavichord', None, None]",23.085294374999886
276,Theme of Fear,C major,0.5366953055456511,4/4,"[None, 'Clavichord', None, 'Soprano Saxophone', None, 'Soprano Saxophone', None]",36.911052770833535
277,Theme of Glory,A- major,0.7797424939642873,4/4,"[None, None, None, 'Guitar', None, None, None, None]",30.2083363541665
278,Theme of Horror,A major,0.4779388048989741,4/4,"['Piano', 'Piano', None, 'Violin', None, 'Trumpet', 'Timpani', None, None, None, 'Piano']",37.59867199999953
279,Theme of Humour,A- major,0.5331041643407066,4/4,"['StringInstrument', 'StringInstrument', None, None, None, 'Marimba', 'Marimba', None, None]",18.450872229166613
280,Theme of Invasion,c minor,0.48331389436650435,4/4,"[None, 'Piano', 'Brass', 'Violin', None, 'Harp', None, 'Clarinet', None]",14.991331437500103
281,Theme of Love,B- major,0.9125225663884284,4/4,"[None, 'Fretless Bass', None, 'Fretless Bass', 'Fretless Bass', None, None, None, None, None, None]",26.33596579166658
282,Theme of Pathetique,a minor,0.8233050555359647,4/4,"['Acoustic Bass', 'Clavichord', 'Electric Bass', None, 'Clavichord', 'Acoustic Bass', 'Electric Bass']",24.505608833333373
283,Theme of Purification,F major,0.8244795334850904,4/4,"['Soprano Saxophone', 'Soprano Saxophone', None, 'Soprano Saxophone', 'Soprano Saxophone', 'Soprano Saxophone', None, 'Soprano Saxophone', None, None]",35.544009916666596
284,Theme of Shock,a minor,0.7288724301362145,4/4,"['Piano', 'Piano', None, None, None, None, 'Piano', None, 'Piano', None]",21.014977229166504
285,Theme of Strange,B major,0.6349639240204208,4/4,"['Piano', None, None, None, 'Piano', None, None, None, None, None]",33.867630125000005
286,Theme of Success,F major,0.7495175698292,4/4,"[None, 'StringInstrument', 'Brass', None, None, None, None, 'Violin', 'Violin', None]",19.207523062499895
287,Title Screen [BW2],G major,0.6003654841223109,4/4,"['Acoustic Bass', None, 'Brass', 'Fretless Bass', 'Violin', None, 'Clavichord', 'Violin', 'Glockenspiel', None, 'Acoustic Bass']",41.38630127083323
288,Title Screen,f minor,0.6559553073171056,4/4,"[None, 'Trumpet', 'Electric Bass', 'Violoncello', 'Violin', None, None, 'Violoncello', 'Fretless Bass', 'Church Bells', None, 'Violin']",76.48604245833258
289,TM Received!,G major,0.8829657757429529,4/4,"['StringInstrument', None, None, None, None, None, None, None, 'StringInstrument']",2.975744979166666
290,To Each Future,e minor,0.8623811717082478,4/4,"[None, None, 'Electric Bass', None, None, None, 'Violoncello', 'Pan Flute', 'Church Bells', None, 'Violoncello', None, None]",140.04806987499896
291,Trouble Occurs!,c minor,0.49626936537772726,4/4,"[None, None, None, None, 'Violin', 'Marimba', None, 'Violoncello', None, None]",22.70533443749993
292,Tubeline Bridge,F major,0.662651162803209,4/4,"[None, None, None, None, None, None, None, None, None, None]",37.98958333333363
293,Twist Mountain,G major,0.6902700247168387,4/4,"[None, None, 'Church Bells', None, None, None, None, None]",39.989583333333336
294,"Undella Town [A,S,W]",B- major,0.8735747818306595,4/4,"[None, None, None, None, None, None, None, None, None, None]",68.55358285416622
295,Undella Town [Summer],A major,0.5831288248659557,4/4,"[None, 'Violin', 'Electric Guitar', 'Guitar', None, None, None, None, None, None]",41.368504145833995
296,Unity Tower,F major,0.8891533805652564,4/4,"[None, 'Violoncello', None, None, None, None, 'StringInstrument', 'StringInstrument', None, None]",34.58335581250012
297,Unova Link,g minor,0.705232755532654,4/4,"['Piano', None, None, None, None, 'Piano', 'Piano', None]",13.98958333333327
298,Unwavering Emotions,A major,0.8824566737918191,4/4,"['Piano', 'Piano', None, None, None, None, None, None, None]",49.1416235624998
299,Victory Road,E- major,0.34714822244695315,4/4,"['Violoncello', 'Church Bells', 'Electric Bass', 'Violoncello', None, None, 'Contrabass', 'Violoncello', None, None]",50.959271750000354
300,Victory! Champion Alder,a minor,0.7733220241590373,4/4,"[None, 'Violoncello', None, None, None, None, 'Church Bells', None, None, None]",26.958596666666814
301,Victory! Gym Leader,D major,0.8979339543464069,4/4,"['StringInstrument', None, 'Violin', None, None, None, 'StringInstrument', 'StringInstrument', None, 'Acoustic Bass']",37.810568250000955
302,Victory! PWT Champion,e minor,0.8253002502413683,4/4,"['StringInstrument', None, 'Brass', 'Harp', 'Piano', 'StringInstrument', 'Fretless Bass', 'Violoncello', None, None, 'StringInstrument']",16.602968958333378
303,Victory! Team Plasma Grunt,C# major,0.7863397604606,4/4,"['Violoncello', 'Soprano Saxophone', None, 'Harp', 'Violoncello', None, 'StringInstrument', 'Brass', None, 'Violoncello', None]",32.10432579166654
304,Victory! Trainer,D major,0.7948204402610154,4/4,"[None, None, 'Violin', 'StringInstrument', None, None, None, 'StringInstrument', None]",19.626681499999997
305,Victory! Wild Pokemon,e minor,0.7711112789232208,4/4,"[None, None, 'Acoustic Bass', 'StringInstrument', None, None, 'StringInstrument', None, 'Violoncello', None]",14.20230831249993
306,Village Bridge,F major,0.9292705503543658,4/4,"[None, 'Bassoon', 'Bassoon', 'Piano', None, 'Piano', 'Bassoon', None, None]",87.4107288541664
307,Virbank City Gym,B major,0.4848876699244861,4/4,"[None, None, None, None, None, None, None, 'Sitar', 'Ocarina', 'Bagpipes', 'Bagpipes']",34.99134743750013
308,Virbank City,c minor,0.9343428482688532,4/4,"[None, 'Piano', None, 'Guitar', None, 'Piano', None, None, 'Guitar', None]",49.39338564583397
309,Virbank Complex.,f minor,0.46945455503780453,4/4,"[None, None, None, None, None, None, None, None, None, None]",34.83066547916659
310,White Forest,D major,0.8808111627091807,4/4,"[None, 'StringInstrument', 'Electric Guitar', None, None, None, 'Vibraphone', 'StringInstrument', None, None]",42.0859375
311,White Treehollow Lobby,C major,0.7397615183675159,4/4,"[None, 'Vibraphone', 'Electric Bass', None, None, None, None, None, None]",30.226381479166736
312,White Treehollow,E- major,0.8670058446292948,4/4,"['StringInstrument', None, None, 'Piano', 'Reed Organ', None, 'StringInstrument', 'Piano', None, None]",52.855531895833956
313,Won the PWT!,a minor,0.7744973340410665,4/4,"['Violin', None, None, 'Brass', None, None, None, None, 'Harp', None, None]",21.575018812499973
314,Xtransceiver Minigame!,B major,0.7159623573795554,4/4,"[None, None, 'StringInstrument', None, None, None, None, None, None, None]",38.39166666666631
315,Xtrasceiver Call (Long),B major,0.786724774860239,4/4,"['Piano', 'Piano', None]",7.195833333333331
316,Xtrasceiver Call,B major,0.7115622675468499,4/4,"['Piano', 'Piano', None]",3.4458333333333355
317,Amity Square,A major,0.8861737732607625,4/4,"['Oboe', 'StringInstrument', 'StringInstrument', 'Acoustic Bass', 'StringInstrument', 'Harp', 'StringInstrument', 'Harp', 'StringInstrument', None]",55.302734375
318,Azure Flute,A- major,0.4891893279030564,4/4,"['Flute', 'Flute', 'Flute', 'Shakuhachi']",13.582224458333274
319,Badge,g minor,0.8814210689260255,4/4,"['Flute', 'Trumpet', 'StringInstrument', 'Timpani', 'Horn', 'Trumpet', 'Trumpet', None]",4.5746564375000025
320,Barry,d minor,0.8425014563752272,4/4,"['StringInstrument', 'StringInstrument', 'Trumpet', None, 'Organ', 'Organ', 'Clavichord', 'Clavichord', 'Timpani']",30.425752020833375
321,Battle (Arceus),C major,0.8385413574643974,4/4,"['StringInstrument', 'Trumpet', 'Trumpet', 'Trombone', 'Timpani', 'Timpani', 'Timpani', None, 'Timpani']",79.9916666666664
322,Battle (Barry),C major,0.65290458341904,4/4,"[None, 'Trumpet', 'Trumpet', 'Accordion', 'Marimba', 'Marimba', 'Organ', None]",65.56696939583234
323,Battle (Cynthia),B major,0.6869469812399924,4/4,"[None, 'Shakuhachi', 'Horn', 'Horn', 'Shakuhachi', 'Shakuhachi', 'Reed Organ', None, 'Timpani']",85.04153950000106
324,Battle (Cyrus),C major,0.4667889026637816,4/4,"[None, 'StringInstrument', 'Trumpet', 'Harp', 'Trumpet', 'Organ', 'Trumpet', 'StringInstrument', None, 'Timpani']",128.9070891458403
325,Battle (Elite Four),b minor,0.6397571841804822,4/4,"['StringInstrument', 'StringInstrument', 'Trumpet', 'StringInstrument', 'Horn', 'Trumpet', 'StringInstrument', 'Timpani', None]",91.99990799999934
326,Battle (Frontier Brain),a minor,0.7811104472228114,4/4,"['Shakuhachi', 'Reed Organ', 'Reed Organ', 'Reed Organ', 'Reed Organ', 'Reed Organ', 'Reed Organ', 'Electric Organ', 'Acoustic Bass', 'Harpsichord']",93.46696506249951
327,Battle (Giratina),c minor,0.6558413277001125,4/4,"['Shakuhachi', 'Shakuhachi', 'Shakuhachi', 'Church Bells', 'StringInstrument', 'Piano', 'Church Bells', 'Horn', 'StringInstrument', None, 'Whistle']",114.14530150000641
328,Battle (Gym Leader),C major,0.764842409856624,4/4,"['StringInstrument', 'StringInstrument', 'Trumpet', 'StringInstrument', 'Horn', 'Trumpet', 'StringInstrument', 'Timpani', None]",91.99990799999934
329,Battle (Lake Guardians),f minor,0.5057105947337437,4/4,"[None, 'StringInstrument', 'Trumpet', 'Accordion', 'Accordion', 'Piano', 'Piano', None, None, 'Timpani']",109.67081956249783
330,Battle (Legendary Golems),f# minor,0.5631338627574416,4/4,"['StringInstrument', 'Trumpet', 'Baritone Saxophone', 'Baritone Saxophone', None, None, None, None, 'Harpsichord']",58.901456250000344
331,Battle (Legendary),f minor,0.7141088289684132,4/4,"['Soprano Saxophone', 'Trumpet', 'Trombone', 'StringInstrument', 'StringInstrument', 'Trombone', None, 'Timpani']",55.48379372916725
332,Battle (Spear Pillar),C major,0.4209845437216334,4/4,"['Soprano Saxophone', 'StringInstrument', 'StringInstrument', None, 'StringInstrument', 'StringInstrument', 'StringInstrument', 'Piano', 'Timpani']",153.99290156250055
333,Battle (Team Galactic Admin),C# major,0.545226563586266,4/4,"['Soprano Saxophone', 'Trombone', 'Trumpet', 'Trombone', 'Organ', 'Violin', 'Trumpet', None, None]",69.59375000000031
334,Battle (Team Galactic),C# major,0.6457972830449933,4/4,"['Fretless Bass', 'Trumpet', 'Trumpet', 'Accordion', 'Accordion', 'Glockenspiel', 'Horn', None, 'Timpani']",75.6453905208332
335,Battle (Trainer),f minor,0.8280358996641909,4/4,"[None, 'Trumpet', 'Trumpet', 'StringInstrument', 'Timpani', 'Trumpet', 'StringInstrument', 'Harpsichord', 'Timpani']",96.51495852083261
336,Battle (Wild Pokemon),f minor,0.5502880077580306,4/4,"['Fretless Bass', 'Trumpet', 'Trumpet', 'Trumpet', 'StringInstrument', None, 'Trumpet', None, 'Timpani']",70.43391550000005
337,Battle Arcade,E major,0.5891937083720117,4/4,"['Glockenspiel', 'Glockenspiel', 'Glockenspiel', 'Glockenspiel', 'Accordion', 'Accordion', 'Harpsichord']",89.27185762499992
338,Battle Castle,F# major,0.8758844812524134,4/4,"['StringInstrument', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'Church Bells', 'Church Bells', 'Clarinet', 'StringInstrument']",126.11360816666675
339,Battle Factory,B- major,0.7096782323853597,4/4,"['Shakuhachi', 'Viola', 'Viola', None, None, None, None, 'Harpsichord']",82.48697916666673
340,Battle Hall,A major,0.7285377826861658,4/4,"['Vibraphone', 'Vibraphone', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'Acoustic Bass', None]",86.54708210416793
341,Battle Tower,C# major,0.6640365711077474,4/4,"['Organ', 'Brass', 'Organ', 'Organ', 'Organ', 'StringInstrument', None, None]",59.06724862500065
342,Berry,F major,0.892754376963383,4/4,"['Xylophone', 'Xylophone', None, None, None, None, None]",1.2053559374999994
343,Bicycle,c# minor,0.8415686533759092,4/4,"['StringInstrument', 'StringInstrument', 'Timpani', 'StringInstrument', 'Clarinet', 'Harp', 'StringInstrument', None, None]",71.85733385416601
344,Canalave City (Night),G major,0.838615043605329,4/4,"['StringInstrument', None, None, None, None, None, 'StringInstrument', 'Harp', 'Harp', None]",91.36491968749934
345,Canalave City,A major,0.8185623983304775,4/4,"['StringInstrument', None, None, None, None, None, 'StringInstrument', 'Harp', 'Harp', None]",84.51299062500152
346,Contest Dress Up,F major,0.8256425308340338,4/4,"['Vibraphone', None, None, None, None, 'Acoustic Bass']",60.2499748958337
347,Contest Hall,C major,0.7416325467020382,4/4,"[None, None, 'Church Bells', 'StringInstrument', 'StringInstrument', None, None]",47.990336625000275
348,Dawn,C major,0.8460273947128163,4/4,"['Vibraphone', 'Vibraphone', 'Saxophone', None, None, None, 'Vibraphone', 'Vibraphone', None, None]",47.6090793749997
349,Deep in the Hideout,c minor,0.6004902976575186,4/4,"[None, None, 'Bassoon', 'Bassoon', 'Bassoon', None, 'Acoustic Bass']",26.655113916666373
